web_scraper_order,web_scraper_start_url,phone,data
"1773234643-37","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","76166120","3S Money Club"
"1773234643-38","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","72658622","3SC Analytics B.V."
"1773234643-39","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","61834890","3Webapps B.V."
"1773234643-40","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","53921291","4 Minutes B.V."
"1773234643-41","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17129684","42 Solutions B.V."
"1773234643-42","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","04079637","4DotNet B.V."
"1773234643-43","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","65755774","4G Clinical B.V."
"1773234643-44","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","50131907","4People Zuid B.V."
"1773234643-45","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","08087997","4PS B.V."
"1773234643-46","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","59251778","4WEB EU B.V."
"1773234643-47","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","96524685","50five Charging Solutions NL B.V."
"1773234643-48","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","88416097","5ahead GmbH"
"1773234643-49","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30244543","5BAR Assurance B.V."
"1773234643-50","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30277579","5CA B.V."
"1773234643-51","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24450204","7 Solutions B.V."
"1773234643-52","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34257945","72andSunny NL B.V."
"1773234643-53","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","67304311","8 Lakes Shared Services B.V."
"1773234643-54","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","66864844","83Design Inc. Europe Representative Office"
"1773234643-55","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","55679218","8vance Matching Technologies B.V."
"1773234643-56","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","60753978","9altitudes Business Analytics B.V."
"1773234643-57","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33187418","9altitudes Nederland B.V"
"1773234643-58","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","56453663","A Beautiful Story B.V."
"1773234643-59","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","37082463","A Booth B.V."
"1773234643-60","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","80182909","A Consultancy Company B.V."
"1773234643-61","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","83795790","A New Hope B.V."
"1773234643-62","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","87108674","A Nice Group B.V."
"1773234643-63","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","52135403","A&S System Integrators B.V."
"1773234643-64","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30148836","A.A.B. International B.V."
"1773234643-65","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17071306","A.C.E. Ingenieurs en Adviesbureau, Werktuigbouw en Electrotechniek B.V."
"1773234643-66","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34065005","A.L. Hoogesteger Fresh Specialist B.V."
"1773234643-67","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","71592717","A.M. Best (EU) Rating Services B.V."
"1773234643-68","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","11023272","A.M.P.C. Associated Medical Project Consultants B.V."
"1773234643-69","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","65813073","A.M.S. B.V."
"1773234643-70","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","06089432","A.N.T. International B.V."
"1773234643-71","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","69196915","A.R. Management & Consultancy B.V."
"1773234643-72","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","31035585","A.S. Watson (Health & Beauty Continental Europe) B.V."
"1773234643-73","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33279525","A.T. Kearney B.V."
"1773234643-74","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","41238026","A.Z. N.V."
"1773234643-75","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","50839500","A10 Networks Ltd Netherlands"
"1773234643-76","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","08096714","A2B-Online B.V."
"1773234643-77","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","77210344","A2G Consulting B.V."
"1773234643-78","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","63550547","A2Z-CM N.V."
"1773234643-79","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","13033679","A3BC B.V."
"1773234643-80","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","61700967","AACSB International, Inc.- The Association to Advance Collegiate Schools of Business"
"1773234643-81","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17170435","AAEON Technology (Europe) B.V."
"1773234643-82","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","56101392","Aage Hempel Netherlands B.V."
"1773234643-83","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","35012547","AAK Netherlands B.V."
"1773234643-84","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","31009627","Aako B.V."
"1773234643-85","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","29010189","Aalberts hfc B.V."
"1773234643-86","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","08052094","Aalberts integrated piping systems group B.V."
"1773234643-87","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27338828","AAme Flex Solutions B.V."
"1773234643-88","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27238661","AAme Premium Solutions B.V."
"1773234643-89","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","64105954","Aanmelder.nl B.V."
"1773234643-90","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27252390","Aannemersbedrijf Poolster B.V."
"1773234643-91","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34036552","AAR Aircraft Component Services International"
"1773234643-92","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27319349","Aardevo B.V."
"1773234643-93","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","08070459","Aarding Thermal Acoustics B.V."
"1773234643-94","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","04026125","Aareon Nederland B.V."
"1773234643-95","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","61189693","Aarini Consulting B.V."
"1773234643-96","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34258040","Aaron Management B.V."
"1773234643-97","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24305889","Aatop Personeelsintermediairs B.V."
"1773234643-98","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","71032258","AB Dent B.V."
"1773234643-99","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","92152600","AB Engineering & Consultancy B.V."
"1773234643-100","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24133172","AB Mauri Netherlands B.V."
"1773234643-101","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34220135","AB Sciex Finance B.V."
"1773234643-102","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","74202855","AB Vista Europe B.V."
"1773234643-103","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","56400705","Abacus Medicine B.V."
"1773234643-104","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24441621","Abalioglu Holding B.V."
"1773234643-105","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","62623001","Aban-S B.V."
"1773234643-106","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","14060944","Abaque Holding B.V."
"1773234643-107","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","83315233","ABB B.V."
"1773234643-108","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24000504","ABB E-mobility B.V."
"1773234643-109","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33232125","ABB Finance B.V."
"1773234643-110","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33179692","Abbott B.V."
"1773234643-111","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","32040276","Abbott Biologicals B.V."
"1773234643-112","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","32039508","Abbott Healthcare Products B.V."
"1773234643-113","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","05018369","Abbott Laboratories B.V."
"1773234643-114","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","05026851","Abbott Logistics B.V."
"1773234643-115","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30142036","Abbott Medical Nederland B.V."
"1773234643-116","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34191828","Abbott Vascular Netherlands B.V"
"1773234643-117","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","54914094","AbbVie B.V."
"1773234643-118","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","69571627","AbbVie Central Finance B.V."
"1773234643-119","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","59116218","AbbVie Finance B.V."
"1773234643-120","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","54910765","AbbVie Logistics B.V."
"1773234643-121","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","05075314","AbbVie Pharmaceuticals B.V."
"1773234643-122","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","32141275","ABC Consultancy & Detachering B.V."
"1773234643-123","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","61814393","ABC Expats Services B.V."
"1773234643-124","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27299210","ABC Holland B.V."
"1773234643-125","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","54674689","ABC Holland Services B.V."
"1773234643-126","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","84076291","Abel & Imray LLP"
"1773234643-127","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","61371912","ABEL Delft B.V."
"1773234643-128","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33226980","Aberdeen Property Investors The Netherlands B.V."
"1773234643-129","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","65375319","ABiLiTieS"
"1773234643-130","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","84660740","Abingh B.V."
"1773234643-131","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30099465","ABN AMRO Asset Based Finance N.V."
"1773234643-132","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34334259","ABN AMRO Bank N.V."
"1773234643-133","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","76228398","About Backoffice Services II B.V."
"1773234643-134","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","86719173","ABQuant B.V."
"1773234643-135","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24193191","ABS Europe Ltd."
"1773234643-136","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","84545488","Absolution Infra B.V."
"1773234643-137","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","52564401","Abstraction Games B.V."
"1773234643-138","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","09110804","ABT B.V."
"1773234643-139","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","68692269","ABT EUROPE B.V."
"1773234643-140","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24323015","ABZ Rotterdam Beheer B.V."
"1773234643-141","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24197331","AC Analytical Controls B.V."
"1773234643-142","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24428291","Acacia Water B.V."
"1773234643-143","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","14124959","Academisch Ziekenhuis Maastricht"
"1773234643-144","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","70322201","Acaia B.V."
"1773234643-145","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17204312","Acal BFI Netherlands B.V."
"1773234643-146","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","84248750","Accel Club B.V."
"1773234643-147","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","54377447","A-ccelerator B.V."
"1773234643-148","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","69722536","Accell Global B.V."
"1773234643-149","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33298018","Accent Pointe B.V."
"1773234643-150","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","71160906","Accentia B.V."
"1773234643-151","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34156015","Accenture B.V."
"1773234643-152","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34279408","Accerio B.V."
"1773234643-153","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","12049514","Access Business Group International B.V."
"1773234643-154","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30198546","Access Financial Services Sàrl"
"1773234643-155","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","20107818","Access Innovations B.V."
"1773234643-156","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","86018108","Acciona Industrial NL B.V."
"1773234643-157","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","32093604","Account 4 B.V."
"1773234643-158","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","65626826","Accountantskantoor Van Stee B.V."
"1773234643-159","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","84734396","AccountNL.com B.V."
"1773234643-160","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17257625","Accres Select B.V."
"1773234643-161","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","37161647","Accrès Tandartsenpraktijk Purmerend B.V."
"1773234643-162","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","61824607","Accucoms International B.V."
"1773234643-163","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","16075440","Accuracy Corporate Financial Advisory"
"1773234643-164","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","56518617","Acda RPA Consultancy B.V."
"1773234643-165","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","56577710","Ace and Tate Holding B.V."
"1773234643-166","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","64954188","ACE Company B.V."
"1773234643-167","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","71903488","ACE Incubator B.V."
"1773234643-168","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","84086580","ACE Management Consulting B.V."
"1773234643-169","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","65179935","Ace Solutions B.V."
"1773234643-170","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30240841","Ace Tankers C.V."
"1773234643-171","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","16081669","Acer Computer B.V."
"1773234643-172","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","16084594","Acer Europe B.V."
"1773234643-173","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","52977501","Acerta Pharma B.V."
"1773234643-174","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","69534306","Acetate Europe Coöperatief U.A."
"1773234643-175","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30124927","Achmea Interne Diensten N.V."
"1773234643-176","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34220472","Achtung B.V."
"1773234643-177","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","29041088","ACI Worldwide B.V."
"1773234643-178","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","62665618","Acibadem International Medical Center B.V."
"1773234643-179","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","30159397","Acist Europe B.V."
"1773234643-180","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","34178161","ACL Airshop B.V."
"1773234643-181","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","17151862","ACL Technopanel B.V."
"1773234643-182","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","74798804","ACMetric B.V."
"1773234643-183","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","33078613","ACNielsen (Nederland) B.V."
"1773234643-184","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","24191858","ACOMO N.V."
"1773234643-185","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","63532697","Acorel Technology B.V."
"1773234643-186","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","98756834","Acorn B.V."
"1773234643-187","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","39072086","ACP Technology B.V."
"1773234643-188","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","61556173","Acquaint B.V."
"1773234643-189","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","77904109","Acre Resources B.V."
"1773234643-190","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","20139878","Across Health B.V."
"1773234643-191","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27336523","ACT Commodities B.V."
"1773234643-192","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","53845900","ACT Commodities Group B.V."
"1773234643-193","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","68344864","ACT Financial Solutions B.V."
"1773234643-194","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","67412971","ACT Fuels B.V."
"1773234643-195","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","27343208","Act-3D B.V."
"1773234643-196","https://ind.nl/en/public-register-recognised-sponsors/public-register-regular-labour-and-highly-skilled-migrants","91548071","Acta Marine Management Services B.V."
